fname,summary
test_26,"메이와 그녀의 엄마가 소풍 준비를 하고 있다. 메이는 토스트, 치킨 윙, 과일 샐러드, 크래커, 냅킨, 일회용 접시, 컵, 소풍용 담요를 준비했다."
test_27,James와 Muriel Douglas는 새 계정에 대해 논의하기 위해 만났다. 그들은 서로의 휴일 계획에 대해 이야기한다.
test_28,"#Person1#이 ATM에서 돈을 인출하려고 했으나, #Person2#의 안내에 따라 10000달러를 세계 야생동물 재단으로 이체하게 되어 화를 냅니다."
test_29,#Person2#는 #Person1#에게 자신이 사교적이고 직장 동료들과 대화할 때 진심을 전하는 것이 중요하다고 말합니다.
test_30,"Mr. Polly는 휴식을 위해 음료수를 사고 싶어 하지만, 가게에 #Person1#의 상사가 있어 직접 가기로 합니다."
test_31,프랜시스와 모니카는 금요일 오후에 재무 보고서 작업 일정을 조율합니다.
test_32,"#Person1#과 #Person2#는 워크숍에서 인터뷰 준비에 대해 논의합니다. #Person1#은 깔끔한 옷차림과 친절함의 중요성을 강조하고, #Person2#는 면접관들이 질문에도 관심이 많음을 언급합니다."
test_33,"#Person1#은 Mike에게 Jason의 감정 표현이 부족하다고 지적하며, 더 많은 분노를 보여달라고 요청합니다. Mike는 이에 동의하지 않지만, #Person1#은 자신의 방식을 시도해보자고 제안합니다."
test_34,#Person1#은 새로 이사한 후 Mrs. Todd에게 인사를 하기 위해 방문했습니다.
test_35,"빌은 피곤함을 느끼고 있다. 그의 형은 출장으로 미국에 있으며, 몇 주 더 머무를 예정이다."
test_36,"Simon은 핵무기 확산을 막기 위한 시위에 참가할 예정이다. Cleo는 시위가 복잡한 문제를 해결하는 데 도움이 되지 않을 것이라고 생각하며 참여하지 않기로 한다. Simon은 시위가 평화로울 것이라고 확신하지만, Cleo는 여전히 참여하지 않기로 한다."
test_37,"#Person1#은 #Person2#가 잘못했다고 생각하지만, #Person2#는 신분증을 확인했기 때문에 문제가 없다고 주장합니다."
test_38,"Mark는 Maggie에게 노트를 빌려달라고 요청한다. Maggie는 노트를 복사해 주고, Mark가 수업 시간에 졸린다고 하자 스터디 파트너가 되자고 제안한다."
test_39,#Person2#는 Turner 교수의 지질학 고급 과목에 등록하고 싶어합니다. Turner 교수는 #Person2#가 충분히 준비되면 등록을 허락할 것입니다.
test_40,#Person1#이 #Person2#의 가게에서 구매한 펜던트가 깨졌습니다. #Person2#는 새 펜던트로 교환해 주기로 했습니다.
test_41,#Person1#은 박싱 데이 세일에 가기 전에 어떤 선물을 환불할지 고민하고 있습니다. #Person2#는 #Person1#이 계속 새 옷에 대해 이야기하는 것에 짜증을 내고 있습니다.
test_42,"#Person2#는 미디어 업계에서 일하는 것을 선호하며, 인터랙티브 미디어 분야에 관심이 있다."
test_43,#Person2#는 사람들이 지루한 연설을 하고 있어 지루함을 느끼고 있다. #Person1#은 #Person2#에게 신문을 읽거나 만화를 보라고 제안한다.
test_44,#Person1#은 사라에게 더 저렴한 집을 찾는 방법으로 도시 중심에서 멀리 떨어진 곳에 집을 사는 것을 제안합니다. #Person1#은 자신의 시누이와 그녀의 남편이 그렇게 하여 만족하고 있다고 말합니다.
test_45,"Mark Leach는 런던의 영국 관광청 관광 사무소에서 정보 담당관으로 일하며, 해외 방문객들에게 관광 정보를 제공합니다. 그는 정보팀을 총괄하고 있으며, 방문객들에게 원스톱 샵 역할을 합니다."
test_46,"Lin Fang과 Lucy는 다음 수업이 영어임을 알게 되고, 그들은 각자 좋아하는 과목에 대해 이야기한다."
test_47,"James는 토요일마다 Mrs. Thomas의 집에서 뜰 청소와 개의 산책을 도와주며, 다음 주말에는 여동생 Allison이 대신 도와줄 예정입니다."
test_48,#Person1#과 #Person2#는 봄이 왔지만 밤에는 여전히 춥다는 대화를 나눕니다.
test_49,"#Person1#은 Mike에게 그의 연기가 화난 느낌이 부족하다고 지적합니다. Mike는 Jason의 감정이 화와 슬픔이 동시에 나야 한다고 생각하지만, #Person1#은 대부분의 남자들이 그렇게 반응하지 않을 것이라고 주장합니다."
test_50,"#Person2#는 #Person1#을 프렌드쉽 호텔까지 빠르게 데려다주고, #Person1#은 요금을 지불합니다."
test_51,"#Person1#은 다른 버스를 타기 위해 #Person2#에게 잔돈을 빌리려 하지만, #Person2#는 버스 기사에게 환승권을 받으라고 제안합니다."
test_52,"#Person2#는 #Person1#에게 시내까지 차로 15분이 소요된다고 말합니다. 또한, #Person2#는 #Person1#에게 그들의 회사가 6층과 7층을 사용하고 있으며, 회사 식당이 복도 끝에 있다고 설명합니다."
test_53,#Person1#은 #Person2#에게 Lulu가 Vic과 헤어졌고 전근을 신청했다고 전한다.
test_54,"데이브가 샐리에게 전화를 걸어 짐에게 짐을 바꿔달라고 요청하지만, 샐리는 짐이 외출 중이라고 답합니다. 데이브는 나중에 다시 시도하기로 합니다."
test_55,#Person2#가 #Person1#에게 시청으로 가는 길을 두 번 설명합니다.
test_56,#Person1#이 여권을 잃어버려 #Person2#에게 도움을 요청합니다. #Person2#는 신발 코너에 여권이 있는지 확인했지만 발견되지 않았습니다. #Person2#는 #Person1#에게 분실물 보고서를 작성하고 대사관에 연락해 새 여권을 발급받으라고 조언합니다.
test_57,"Leah는 Nathaniel에게 Ms. Collins가 다음 주까지 전화할 수 없음을 알리고, Ms. Fonda와 약속을 잡습니다."
test_58,#Person1#과 #Person2#는 Sarah가 Dick과의 결혼을 고집하는 것에 놀라고 있다.
test_59,"#Person1#과 #Person2#는 파티에서 즐거운 시간을 보내고 있다. #Person2#는 빨간 드레스를 입은 금발 여자에게 관심을 보이며, #Person1#은 #Person2#에게 그녀에게 말을 걸어보라고 격려한다."
test_60,"Jack은 정치학 수업을 좋아하지만, 가장 좋아하는 수업은 작년에 들었던 비즈니스 커뮤니케이션 수업이다."
test_61,"#Person1#과 #Person2#는 날씨에 대해 이야기합니다. #Person2#는 어젯밤 폭풍우가 있었지만 이제 베이징의 먼지 문제가 크지 않다고 설명합니다. 그들은 베이징의 네 계절에 대해 이야기하며, #Person2#는 #Person1#에게 저녁에 옷을 더 입으라고 상기시킵니다."
test_62,"#Person1#이 #Person2#에게 영화를 보러 가자고 제안하지만, #Person2#는 공포, 탐정, 코미디, 멜로 영화를 모두 싫어합니다. 결국 #Person2#는 전쟁 영화를 보자고 제안합니다."
test_63,"Adam은 #Person1#에게 학교를 안내하며 도서관, 고등학교 교실 건물, 수영장을 소개합니다. #Person1#은 그 학교에 다니고 싶어합니다."
test_64,"#Person1#은 #Person2#에게 임신했다고 알리고, #Person2#는 기뻐한다."
test_65,#Person1#과 #Person2#는 John과 그의 여자친구가 잘 어울리는 커플이라고 생각합니다.
test_66,#Person1#은 #Person2#에게 소프트웨어에 그림 그리기 프로그램을 추가하고 하드웨어를 업그레이드할 것을 제안합니다.
test_67,"#Person2#는 #Person1#에게 자신이 멕시코 출신이며, 중국에 출장으로 다녀왔다고 말합니다. #Person1#은 #Person2#가 젊어 보인다고 생각합니다. #Person2#는 26세이고, #Person1#은 40세이며 콜롬비아 혈통이 있습니다."
test_68,#Person1#은 체중 감량에 어려움을 겪고 있습니다. #Person2#는 #Person1#에게 운동 수업에 가보라고 제안합니다.
test_69,"James는 레스토랑에 여덟 명 자리를 예약했으나, 방이 준비되지 않아 기다리고 있습니다."
test_70,"#Person2#는 #Person1#에게 공장의 면적, 설립 연도, 직원 수에 대해 설명합니다."
test_71,"Rebecca는 #Person1#에게 대학 졸업 후 첫 직장이 York Herald였다고 말합니다. 그녀는 인턴으로 시작하여 주니어 로컬 뉴스 리포터로 승진했고, 2006년에 런던 주간지로 이직했습니다."
test_72,#Person1#과 #Person2#는 조별 발표를 위해 필요한 물건을 사기 위해 문구점에 갑니다. #Person1#은 필요한 물건을 찾는 방법을 #Person2#에게 알려줍니다.
test_73,Mary는 매일 인력시장에 가느라 피곤해 보인다. #Person1#은 그녀에게 인터넷으로 취직 지원하는 방법을 설명하며 시도해보라고 제안한다.
test_74,"#Person2#는 한 달에 300달러의 쇼핑 예산을 계획하며, 나머지 돈은 생활비로 사용할 예정입니다."
test_75,Henry는 Jane에게 Susan을 방문하기 위해 13번 버스를 타는 방법을 알려준다.
test_76,#Person1#은 #Person2#에게 내년 판매 예측에 대한 스프레드시트 사용법을 설명해 달라고 요청합니다. 그들은 다음 주 화요일 오후 2시 30분에 #Person2#의 사무실에서 만나기로 합니다.
test_77,#Person2#는 #Person1#에게 '뉴욕에서의 친구'라는 개인 관광 안내 서비스를 추천합니다.
test_78,"#Person2#는 #Person1#의 회사가 이 분야에서 가장 크고 좋은 회사 중 하나라고 생각합니다. #Person2#는 영업부에서 일하고 싶어하며, 현재 월 2,000 위안을 받고 있습니다. #Person1#은 #Person2#에게 직원의 시작 월급이 2,500 위안이며, 반기별 보너스, 봄 �"
test_79,"#Person1#은 계약서에 서명하려 하지만, #Person2#는 아직 완전히 준비되지 않았다고 설명합니다. #Person1#은 초안을 검토하고, #Person2#는 오늘 저녁에 사본을 준비하겠다고 약속합니다."
test_80,"#Person1#은 #Person2#에게 전화를 걸어 렌트한 차량에서 사고가 발생했다고 알리고, 구급차와 경찰의 도움을 요청합니다."
test_81,#Person2#가 #Person1#에게 학교 보건실로 가는 길을 안내합니다.
test_82,#Person2#는 방의 소음 문제로 인해 #Person1#에게 방 교체를 요청합니다. #Person1#은 내일 빈 방이 생기면 #Person2#에게 새 방을 제공하겠다고 약속합니다.
test_83,#Person1#은 #Person2#를 베이징 호텔로 데려다 줍니다. #Person2#는 호텔이 편안하고 아름답다고 생각합니다. #Person1#은 Mr. Wu가 #Person2#를 저녁 연회에 초대했다고 말합니다.
test_84,#Person1#은 길을 잃고 #Person2#에게 현재 위치와 유이창으로 가는 방법을 묻습니다. #Person2#는 #Person1#에게 713번 버스를 타라고 조언합니다.
test_85,#Person2#의 컴퓨터가 작동하지 않아 #Person1#에게 도움을 요청합니다. #Person1#은 수리공에게 연락할 것을 제안합니다.
test_86,#Person2#는 어머니의 생신 선물로 시계를 고르고 있습니다. #Person1#이 추천한 금색 시계를 #Person2#가 구매하기로 결정합니다.
test_87,". 
#Person1#과 Ms. Ross는 10월 24일 토요일 오전 10시부터 오후 2시까지 방을 예약하고, 발표 전에 커피와 발표 후 음료 및 스낵을 준비하기로 했습니다."
test_88,#Person2#는 #Person1#에게 러시아와 캐나다 사이의 주요 차이점에 대해 설명합니다. 러시아에서는 사람들이 빠르게 움직이지만 공공 서비스는 느립니다. 반면 캐나다는 공공 서비스가 빠르지만 사람들이 더 차분하다고 합니다.
test_89,"#Person2#는 카리브해로 여행을 계획 중이지만, #Person1#은 날씨가 좋지 않을 수 있다고 경고합니다."
test_90,#Person1#과 #Person2#는 소풍에 가져갈 과일로 바나나와 포도를 선택합니다.
test_91,"#Person2#는 #Person1#에게 경제형 차량 렌트 비용을 안내하고, #Person1#이 차량을 렌트할 수 있도록 도와줍니다."
test_92,#Person1#과 #Person2#는 웃음의 적절성에 대해 서로 다른 의견을 가지고 있다.
test_93,#Person1#과 #Person2#는 Wallace가 사장이 된 이후 회사의 판매 성장과 흑자 전환에 대해 긍정적으로 이야기하고 있다.
test_94,#Person2#는 가방을 잃어버려 지갑과 돈을 잃었습니다. #Person1#은 #Person2#에게 50달러를 빌려주고 집까지 데려다주겠다고 합니다.
test_95,Steven은 Lin에게 베이징에서 가장 훌륭한 식사를 했다고 감사 인사를 전합니다. Lin은 중국에서는 팁이 일반적이지 않다고 설명합니다.
test_96,빌은 #Person1#에게 룸메이트와 헤어져서 이사했다고 말한다.
test_97,#Person2#가 Tom Wilson의 체크아웃을 도와주고 있습니다.
test_98,"수잔이 캐롤에게 파티 시간과 장소를 물어보는 전화를 했고, 캐롤은 샤워 중이어서 #Person1#이 대신 전달해 줍니다."
test_99,"#Person1#은 #Person2#를 어디서 본 적이 있다고 생각하지만, #Person2#는 자신이 그곳에서 일하지 않았다고 부인합니다."
test_100,"#Person2#는 트럼프를 지지하며 그가 미국을 다시 위대하게 만들 것이라고 믿지만, #Person1#은 바이든을 지지한다."
test_101,#Person2#가 #Person1#에게 ATM 사용 방법을 설명합니다.
test_102,"수잔 밀러가 John에게 사무실 절차에 관한 메모의 위치를 묻지만, John은 알지 못한다."
test_103,"#Person1#이 Lily에게 주말 소풍에 함께 가자고 제안하고, Lily는 동의한다."
test_104,#Person2#는 중국에서 식사하는 것이 독특한 경험이라고 생각합니다. #Person1#은 #Person2#에게 젓가락을 밥그릇에 꽂지 말라고 경고합니다.
test_105,"Frank와 Mary는 여가 시간에 영화를 보는 것을 좋아합니다. Mary는 예술 영화와 스릴러를 선호하며, 보통 동네의 영화 대여점인 Movie Salon에서 영화를 빌려 봅니다. Frank도 그곳에 가서 회원 가입을 할 계획입니다."
test_106,"#Person2#는 환경 문제에 관심이 많아 녹색당에 가입할 생각을 했습니다. #Person1#은 녹색당이 선거에서 승리할 가능성이 낮다고 생각하지만, #Person2#는 작은 정당이나 압력 단체도 큰 영향을 미칠 수 있다고 주장합니다."
test_107,"#Person1#은 Wilson 씨에게 상품 문제에 대해 사과하고, 기준에 미치지 못하는 모든 상품을 교환하겠다고 약속합니다."
test_108,"#Person2#는 강도 사건 당시 은행에 있었고, 총을 든 가면을 쓴 남자를 보았다고 #Person1#에게 말합니다."
test_109,#Person2#는 #Person1#에게 아빠와 엄마가 데이트를 위해 외식한다고 말합니다.
test_110,"#Person1#은 새해 결심으로 다이어트를 하기로 했다고 #Person2#에게 말하지만, 과자를 먹고 싶어 한다."
test_111,"Karen Huang은 Comp Lit 287 수업에 등록하려 했으나, 컴퓨터가 승인하지 않았습니다. #Person1#은 그녀가 비교문학 전공임을 알고 특별 코드를 제공하여 수업에 등록할 수 있도록 도와줍니다."
test_112,#Person2#가 #Person1#에게 시간을 알려주고 우산을 함께 쓰자고 제안합니다. 그들은 가든 호텔로 가기 위해 함께 걷기로 합니다.
test_113,Daisy는 Jack의 새 차를 타고 고속도로를 달린다.
test_114,#Person2#는 #Person1#에게 큰불이 밤 10시쯤 발생했다고 설명합니다.
test_115,"#Person1#은 #Person2#에게 905위안을 청구하지만, #Person2#는 900위안만 가지고 있습니다. 결국 #Person2#는 남편의 신용카드로 결제합니다."
test_116,"#Person1#은 #Person2#에게 일반 세차 패키지의 세부 사항을 설명하고, #Person2#는 이를 선택합니다."
test_117,"해리와 그의 아내는 올해 휴가를 어디로 갈지 아직 결정하지 못했습니다. 해리는 배로 이집트에 가고 싶어하지만, 아내의 여러 걱정 때문에 확신할 수 없습니다."
test_118,"�라서요.
#Person2#는 #Person1#에게 운동 카드를 만드는 방법을 설명하고, 각 기계에 적합한 무게를 알려줍니다. #Person1#은 7개의 기계를 남겨두고 지쳤습니다. #Person2#는 #Person1#에게 너무 무리하지 말라고 조언합니다."
test_119,"#Person1#과 #Person2#는 실직 상태이며, #Person2#는 #Person1#에게 전기 기술자 프로그램에 대해 알아보자고 제안합니다."
test_120,"#Person1#은 #Person2#에게 강아지에게 밥을 주고 목욕을 시키며, 수의사 예약을 잊지 말라고 상기시킵니다."
test_121,"#Person1#은 집주인에게 200달러를 갚기 위해 에이든에게 돈을 빌리려 하지만, 에이든은 돈이 부족하여 20달러만 빌려줄 수 있다. #Person1#은 감사하며 에이든을 저녁에 초대한다."
test_122,#Person2#는 #Person1#에게 자선 단체에서 일한 경험과 그로 인한 사고방식의 변화에 대해 이야기합니다.
test_123,#Person2#는 #Person1#에게 전화나 이메일로 연락할 것을 요청합니다.
test_124,#Person2#는 #Person1#에게 모우탄과 베이징 오리 구이를 추천합니다.
test_125,"Angela는 Dan에게 친구의 결혼식에 함께 가자고 초대합니다. Dan은 이미 선물을 준비했으며, Angela는 Megan도 초대하고 싶어합니다."
test_126,"#Person1#과 #Person2#는 디저트 시간에 요거트, 티라미수, 튀긴 바나나를 먹으며 서로의 음식을 맛보며 즐거운 시간을 보냅니다."
test_127,"#Person1#은 Smith 씨에게 학력, 전공, 나이, 직장 경력에 대해 질문합니다."
test_128,#Person1#은 조카에게 줄 선물로 디지털 바비 인형을 $32.42에 현금으로 구매합니다.
test_129,#Person2#가 #Person1#의 도움으로 조던 운동화 한 켤레를 구매합니다.
test_130,#Person1#은 과학박물관으로 가는 길을 몇 시간 동안 잃어버렸습니다. #Person2#는 #Person1#에게 티켓 기계 사용법을 알려주고 기차를 타는 방법을 안내합니다.
test_131,"#Person1#은 사이먼에게 은퇴 후 어떻게 시간을 보내고 있는지 묻습니다. 사이먼은 '단계적 은퇴'라는 제도에 참여하고 있으며, 이전 회사에서 프로젝트 업무에 지원할 수 있다고 설명합니다."
test_132,"#Person1#은 Rocky에게 춤을 추러 가라고 하지만, Rocky는 자신이 찾는 이상적인 여자가 파티에 없다고 생각한다. #Person1#은 Rocky가 결혼할 수 없을 것 같다고 생각하며, 자신이 원하는 이상적인 여자에 대해 이야기한다. 하지만 Rocky는 생각을 바꾸지 않는다."
test_133,"#Person1#과 #Person2#는 어젯밤 폭풍에 대해 이야기하며, #Person2#는 여전히 날씨를 싫어하지만 #Person1#은 불평할 필요가 없다고 생각합니다."
test_134,"#Person1#은 #Person2#와 함께 TV를 보며 시간을 보내고 싶어 하지만, #Person2#는 TV가 지루하다고 느끼며 외출하여 활동하는 것을 선호합니다."
test_135,Ben은 새로운 학교에서의 첫 수업에 대해 긴장하고 있습니다. #Person1#은 Ben에게 학교 일정에 대해 설명하며 그를 안심시킵니다.
test_136,"Adam은 무릎 상태가 훨씬 나아졌다고 #Person1#에게 말한다. #Person1#은 그에게 오늘은 쉬라고 제안하고, 미시간과의 경기에 대해 논의한다."
test_137,#Person1#이 프린터가 고장 나서 #Person2#에게 프린트를 부탁합니다.
test_138,#Person1#이 #Person2#에게 커튼을 매는 것을 도와달라고 요청합니다.
test_139,#Person1#이 Jack에게 주말 캠핑 계획을 위해 달력을 확인해달라고 요청합니다.
test_140,"#Person1#은 #Person2#에게 임신 사실을 알리지만, #Person2#는 아기가 자신의 것이 아님을 알게 됩니다."
test_141,#Person2#는 딸의 대학 결정에 대해 걱정하고 있습니다. #Person1#은 #Person2#에게 딸이 스스로 결정할 수 있도록 격려하라고 조언합니다.
test_142,"#Person1#은 실수로 인해 일자리를 잃을까 봐 걱정하고 있습니다. #Person2#는 #Person1#에게 현실적인 계획을 세우라고 조언하며, 일자리를 잃더라도 함께 살자고 제안합니다. #Person1#은 이를 긍정적으로 받아들입니다."
test_143,#Person2#는 #Person1#에게 에딘버러 대학의 박사과정 학생인 친구가 강연을 할 예정이라고 말합니다. #Person1#은 그 강연에 관심을 보입니다.
test_144,"#Person1#이 #Person2#에게 John네 집에 가자고 제안하지만, #Person2#는 감기 증상이 있어 거절한다."
test_145,Mr. Faber는 요크 호텔에 전화하여 7월 20일부터 7월 23일까지 더블 룸을 예약합니다.
test_146,"#Person2#는 #Person1#에게 웨스트 더비를 추천하지만, #Person1#은 플랫을 원합니다. #Person2#는 남쪽 더비에 있는 친한 친구의 전화번호를 #Person1#에게 제공합니다."
test_147,#Person1#과 #Person2#는 경찰에게 정지당한 사건에 대해 서로에게 책임을 뒤집어씌우고 있습니다.
test_148,"Dan은 컴퓨터 주문 지연에 대해 Darlene에게 설명하고, Darlene은 Steve에게 연락해 상황을 알리겠다고 합니다."
test_149,"#Person2#는 #Person1#에게 워싱턴 포스트, 뉴욕 타임스, 로스앤젤레스 타임스의 창간 연도에 대해 설명합니다."
test_150,"#Person2#의 컴퓨터에 바이러스가 있다고 생각했으나, #Person1#은 이메일 용량 초과로 인한 문제임을 발견하고 해결 방법을 제시합니다."
test_151,#Person2#는 #Person1#의 주말 초대에 대해 감사의 인사를 전합니다.
test_152,#Person1#과 #Person2#는 Panda Express에서 중국 음식을 먹기로 결정합니다.
test_153,"메리가 톰에게 영업직을 제안하지 않기로 했다고 알리고, 톰은 결정을 다시 고려해 달라고 요청합니다."
test_154,"#Person2#가 #Person1#에게 여러 번 전화를 걸었고, #Person1#은 경찰에 신고할 것이라고 경고합니다."
test_155,"한 클래식 음악이 있나요?
#Person2#는 #Person1#에게 클래식 음악을 추천합니다."
test_156,"#Person2#는 #Person1#에게 같은 건물에 사는 여자를 만났다고 말합니다. #Person2#는 그녀에게 반했지만, 다른 두 남자도 그녀에게 관심이 있다고 합니다. #Person2#는 그녀를 저녁에 초대할 계획입니다."
test_157,"#Person1#은 Mirella가 계속 청바지와 스웨트셔츠를 입고 출근하는 것에 대해 불평합니다. #Person2#는 Mirella가 서부 해안 스타일에 영향을 많이 받았다고 생각하며, 관리팀이 그녀의 캐주얼한 스타일을 수용할 수 없다는 신호를 보냈다고 말합니다."
test_158,"#Person2#는 자신의 법률 사무소를 차리려 하고, #Person1#은 그에게 행운을 빈다."
test_159,Peter는 Kate에게 어젯밤 거의 밤새 온라인에서 시간을 보냈다고 말합니다.
test_160,#Person1#과 #Person2#는 배나 보트가 예전만큼 교통수단으로 중요하지 않아진 이유에 대해 논의합니다.
test_161,"Fanny는 어젯밤 악몽을 꾼 후 어지러운 밤을 보냈다. 그녀의 어머니가 그녀를 깨웠고, 어머니는 그녀에게 초콜릿 쿠키와 우유를 주었다. Fanny는 미시간 대학교에 들어가는 것에 대해 걱정하고 있다."
test_162,"#Person1#과 #Person2#는 밴드를 시작할 계획이며, #Person1#은 힙합을 좋아하여 Vanilla Ice의 노래를 제안합니다."
test_163,"#Person2#는 뉴올리언스 여행을 즐기고 있습니다. #Person1#은 #Person2#에게 강변 저녁 유람선 투어를 제안하지만, #Person2#는 이미 두 번 다녀왔습니다. 그래서 #Person1#은 Sanger Theater의 멋진 쇼를 추천합니다."
test_164,#Person1#은 #Person2#의 도움으로 옷을 구매하고 신용카드로 결제합니다.
test_165,"#Person1#은 Foster씨가 Blake씨에게 교육 매뉴얼을 오늘 오후에 보내달라고 요청했지만, Blake씨는 내일 오후에 가능하다고 답했습니다."
test_166,"#Person2#는 금요일에 롱아일랜드를 출발하여 차로 솔트레이크시티까지 가며, 형의 마흔 번째 생일을 축하할 예정입니다. #Person1#은 그 계획이 좋은 휴가가 될 것이라고 생각합니다."
test_167,#Person1#은 비행기 타기 전에 #Person2#에게 파멜라를 돌봐 달라고 부탁합니다. #Person1#은 회사가 망할 때 친구들을 잃었기 때문에 #Person2#가 진정한 친구라고 생각합니다.
test_168,#Person2#는 #Person1#에게 가장 번화한 거리로 가는 버스를 안내합니다.
test_169,#Person2#는 #Person1#에게 메카로 성지순례를 가는 무슬림들에 대해 설명합니다. 무슬림들은 능력 있는 신자는 평생 최소한 한 번은 하즈를 가야 한다고 믿습니다. #Person2#는 또한 다른 종교의 순례에 대해서도 이야기합니다.
test_170,#Person2#가 #Person1#에게 중앙 백화점과 국가 은행으로 가는 길을 안내합니다.
test_171,"#Person1#은 런던에 가기 위해 기차를 타고 싶어하고, #Person2#는 자동차를 타고 가고 싶어한다. #Person2#는 고속버스를 타는 것을 제안한다."
test_172,"톰은 음식 코너가 붐벼서 치킨이 덜 익은 샌드위치를 받았고, 케서린은 집에서 점심을 싸왔습니다. 그들은 패스트푸드가 편리하지만 칼로리, 소금, 지방이 많다고 생각합니다. 케서린은 미국인의 3분의 2가 패스트푸드"
test_173,"#Person2#는 #Person1#의 도움으로 레모네이드, 바비큐 윙, 베이비 백 립을 주문합니다."
test_174,"#Person2#는 #Person1#의 도움으로 더블 치즈버거, 컬리프라이, 펩시를 주문합니다."
test_175,"#Person2#는 #Person1#에게 반숙 계란을 요청했지만, #Person1#은 프라이드 에그를 준비했습니다. #Person2#는 #Person1#이 너무 까다롭다고 생각합니다."
test_176,#Person2#가 #Person1#에게 그랜드 호텔의 위치를 알려줍니다.
test_177,#Person1#은 미국 경찰의 외모를 아이들에게 보여주기 위해 #Person2#의 사진을 요청합니다.
